,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
709,2019-11-13,'300248,新开普,7.79,7.96,7.67,7.94,7.93,-0.14,-1.7654,1.5065,7247505,56484925.08,3747710536.05,3747710536.05
710,2019-11-12,'300248,新开普,7.93,8.03,7.85,7.88,7.95,-0.02,-0.2516,1.2626,6074428,48174425.32,3815063485.35,3815063485.35
711,2019-11-11,'300248,新开普,7.95,8.26,7.81,8.11,8.3,-0.35,-4.2169,2.1927,10548870,84569876.66,3824685335.25,3824685335.25
712,2019-11-08,'300248,新开普,8.3,8.55,8.28,8.39,8.37,-0.07,-0.8363,1.8642,8968354,75462748.08,3993067708.5,3993067708.5
713,2019-11-07,'300248,新开普,8.37,8.49,8.0,8.18,8.23,0.14,1.7011,1.8802,9045741,75407199.77,4026744183.15,4026744183.15
714,2019-11-06,'300248,新开普,8.23,8.41,8.14,8.41,8.42,-0.19,-2.2565,1.8659999999999999,8977070,74063622.39,3959391233.85,3959391233.85
715,2019-11-05,'300248,新开普,8.42,8.5,8.26,8.4,8.43,-0.01,-0.1186,1.8476,8888585,74529398.33,4050798807.9,4050798807.9
716,2019-11-04,'300248,新开普,8.43,8.61,8.31,8.38,8.32,0.11,1.3221,2.9146,14021786,118773912.85,4055609732.85,4055609732.85
717,2019-11-01,'300248,新开普,8.32,8.44,8.26,8.27,8.34,-0.02,-0.2398,2.3747,11424372,95434009.45,4002689558.4,4002689558.4
718,2019-12-31,'300259,新天科技,4.36,4.53,4.32,4.45,4.48,-0.12,-2.6786,2.8711,33754403,148201119.17,5125868696.88,5125868696.88
719,2019-12-30,'300259,新天科技,4.48,4.56,4.24,4.44,4.52,-0.04,-0.885,3.7652,44265421,195073228.56,5266947651.84,5266947651.84
720,2019-12-27,'300259,新天科技,4.52,4.7,4.42,4.52,4.56,-0.04,-0.8772,5.9249,69656012,314946558.39,5313973970.16,5313973970.16
721,2019-12-26,'300259,新天科技,4.56,4.73,4.23,4.25,4.3,0.26,6.0465,8.1242,95512412,431046061.61,5361000288.48,5361000288.48
722,2019-12-25,'300259,新天科技,4.3,4.42,4.14,4.19,4.3,0.0,0.0,5.7123,67156891,285151363.74,5055329219.4,5055329219.4
723,2019-12-24,'300259,新天科技,4.3,4.45,4.13,4.37,4.22,0.08,1.8957,8.8329,103844994,446512436.01,5055329219.4,5055329219.4
724,2019-12-23,'300259,新天科技,4.22,4.22,4.22,4.22,3.84,0.38,9.8958,1.3122,15427354,65103433.88,4961276582.76,4961276582.76
725,2019-12-20,'300259,新天科技,3.84,3.92,3.83,3.91,3.89,-0.05,-1.2853,0.9228,10849140,41969141.0,4514526558.72,4514526558.72
726,2019-12-19,'300259,新天科技,3.89,3.96,3.85,3.85,3.85,0.04,1.0390000000000001,1.2327,14492271,56564058.31,4573309456.62,4573309456.62
727,2019-12-18,'300259,新天科技,3.85,3.92,3.84,3.87,3.87,-0.02,-0.5168,1.0939,12860950,49816619.4,4526283138.3,4526283138.3
728,2019-12-17,'300259,新天科技,3.87,3.95,3.84,3.89,3.88,-0.01,-0.2577,1.5957,18759890,72740371.21,4549796297.46,4549796297.46
729,2019-12-16,'300259,新天科技,3.88,3.9,3.75,3.77,3.76,0.12,3.1915,1.7938,21089048,81043355.02,4561552877.04,4561552877.04
730,2019-12-13,'300259,新天科技,3.76,3.77,3.73,3.76,3.73,0.03,0.8043,0.873,10263311,38490892.32,4420473922.08,4420473922.08
731,2019-12-12,'300259,新天科技,3.73,3.78,3.71,3.72,3.74,-0.01,-0.2674,0.9994,11749697,44029529.58,4385204183.34,4385204183.34
732,2019-12-11,'300259,新天科技,3.74,3.77,3.66,3.67,3.69,0.05,1.355,1.2318,14481640,53899341.09,4396960762.92,4396960762.92
733,2019-12-10,'300259,新天科技,3.69,3.7,3.63,3.65,3.67,0.02,0.545,0.7418,8720528,32027885.27,4338177865.02,4338177865.02
734,2019-12-09,'300259,新天科技,3.67,3.7,3.63,3.66,3.65,0.02,0.5479,0.7273,8550857,31429567.36,4314664705.86,4314664705.86
735,2019-12-06,'300259,新天科技,3.65,3.66,3.61,3.64,3.65,0.0,0.0,0.5913,6951960,25229239.6,4291151546.7,4291151546.7
736,2019-12-05,'300259,新天科技,3.65,3.65,3.6,3.6,3.58,0.07,1.9553,0.5953,6998760,25342408.2,4291151546.7,4291151546.7
737,2019-12-04,'300259,新天科技,3.58,3.6,3.55,3.58,3.59,-0.01,-0.2786,0.2747,3229207,11548309.59,4208855489.64,4208855489.64
738,2019-12-03,'300259,新天科技,3.59,3.59,3.52,3.54,3.56,0.03,0.8427,0.3854,4530586,16133190.22,4220612069.22,4220612069.22
739,2019-12-02,'300259,新天科技,3.56,3.66,3.55,3.66,3.58,-0.02,-0.5587,0.7167,8425356,30299671.8,4185342330.48,4185342330.48
740,2019-11-29,'300259,新天科技,3.58,3.59,3.51,3.55,3.52,0.06,1.7045,0.408,4797228,16983596.96,4208855489.64,4208855489.64
741,2019-11-28,'300259,新天科技,3.52,3.57,3.51,3.56,3.53,-0.01,-0.2833,0.3369,3960380,13998087.6,4138316012.16,4138316012.16
742,2019-11-27,'300259,新天科技,3.53,3.58,3.53,3.58,3.57,-0.04,-1.1204,0.3947,4640708,16493234.92,4150072591.74,4150072591.74
743,2019-11-26,'300259,新天科技,3.57,3.61,3.56,3.59,3.57,0.0,0.0,0.3363,3954060,14166181.8,4197098910.06,4197098910.06
744,2019-11-25,'300259,新天科技,3.57,3.64,3.55,3.64,3.63,-0.06,-1.6529,0.6353,7469460,26742450.0,4197098910.06,4197098910.06
745,2019-11-22,'300259,新天科技,3.63,3.73,3.61,3.68,3.68,-0.05,-1.3587,0.6712,7891517,29009334.99,4267638387.54,4267638387.54
746,2019-11-21,'300259,新天科技,3.68,3.69,3.62,3.65,3.66,0.02,0.5464,0.4647,5463460,20004831.0,4326421285.44,4326421285.44
747,2019-11-20,'300259,新天科技,3.66,3.72,3.64,3.7,3.69,-0.03,-0.813,0.6325,7436420,27352033.0,4302908126.28,4302908126.28
748,2019-11-19,'300259,新天科技,3.69,3.7,3.56,3.58,3.58,0.11,3.0726,0.6686,7860499,28670897.48,4338177865.02,4338177865.02
749,2019-11-18,'300259,新天科技,3.58,3.59,3.52,3.58,3.57,0.01,0.2801,0.504,5925388,21080019.15,4208855489.64,4208855489.64
750,2019-11-15,'300259,新天科技,3.57,3.64,3.57,3.64,3.63,-0.06,-1.6529,0.4428,5206280,18752161.6,4197098910.06,4197098910.06
751,2019-11-14,'300259,新天科技,3.63,3.63,3.58,3.6,3.59,0.04,1.1142,0.4757,5592168,20221281.8,4267638387.54,4267638387.54
752,2019-11-13,'300259,新天科技,3.59,3.61,3.56,3.57,3.58,0.01,0.2793,0.3931,4620940,16569879.0,4220612069.22,4220612069.22
753,2019-11-12,'300259,新天科技,3.58,3.6,3.51,3.53,3.56,0.02,0.5618,0.623,7324860,26075031.2,4208855489.64,4208855489.64
754,2019-11-11,'300259,新天科技,3.56,3.67,3.54,3.67,3.71,-0.15,-4.0431,0.8792,10336660,37181123.0,4185342330.48,4185342330.48
755,2019-11-08,'300259,新天科技,3.71,3.79,3.71,3.78,3.76,-0.05,-1.3298,0.6651,7818827,29251470.11,4361691024.18,4361691024.18
756,2019-11-07,'300259,新天科技,3.76,3.78,3.69,3.71,3.73,0.03,0.8043,0.8418,9897240,37079814.0,4420473922.08,4420473922.08
757,2019-11-06,'300259,新天科技,3.73,3.77,3.7,3.76,3.76,-0.03,-0.7979,0.7440000000000001,8746564,32557669.44,4385204183.34,4385204183.34
758,2019-11-05,'300259,新天科技,3.76,3.79,3.7,3.7,3.69,0.07,1.8969999999999998,1.3001,15284500,57284738.42,4420473922.08,4420473922.08
759,2019-11-04,'300259,新天科技,3.69,3.75,3.69,3.71,3.73,-0.04,-1.0724,0.8176,9611912,35713086.12,4338177865.02,4338177865.02
760,2019-11-01,'300259,新天科技,3.73,3.73,3.63,3.63,3.66,0.07,1.9126,1.0946,12868515,47662319.08,4385204183.34,4385204183.34
761,2019-12-31,'300343,联创股份,2.87,2.91,2.85,2.88,2.9,-0.03,-1.0345,1.8313,19488992,55986511.39,3374282028.88,3054244242.0
762,2019-12-30,'300343,联创股份,2.9,2.91,2.76,2.89,2.92,-0.02,-0.6849,2.6939,28668895,81881846.11,3409553269.6,3086170140.0
763,2019-12-27,'300343,联创股份,2.92,3.08,2.92,2.97,2.97,-0.05,-1.6835,3.9292,41814710,124613767.71,3433067430.08,3107454072.0
764,2019-12-26,'300343,联创股份,2.97,2.98,2.87,2.91,2.9,0.07,2.4138,2.4198,25751702,75179922.28,3491852831.28,3160663902.0
765,2019-12-25,'300343,联创股份,2.9,2.95,2.86,2.89,2.9,0.0,0.0,1.6299,17345625,50532384.21,3409553269.6,3086170140.0
766,2019-12-24,'300343,联创股份,2.9,2.92,2.83,2.83,2.84,0.06,2.1127,2.0556,21875768,63025236.86,3409553269.6,3086170140.0
767,2019-12-23,'300343,联创股份,2.84,2.96,2.84,2.96,2.96,-0.12,-4.0541,2.5861,27521705,79403632.76,3339010788.16,3022318344.0
768,2019-12-20,'300343,联创股份,2.96,3.09,2.96,3.06,3.09,-0.13,-4.2071,3.6173,38495151,116417043.06,3480095751.04,3150021936.0
769,2019-12-19,'300343,联创股份,3.09,3.15,2.98,2.99,3.0,0.09,3.0,4.9495,52672281,162125430.18,3632937794.16,3288367494.0
770,2019-12-18,'300343,联创股份,3.0,3.04,2.92,2.93,2.96,0.04,1.3514,3.5651,37939715,113256731.69,3527124072.0,3192589800.0
771,2019-12-17,'300343,联创股份,2.96,2.97,2.9,2.9,2.9,0.06,2.069,2.6825,28546925,84077529.8,3480095751.04,3150021936.0
772,2019-12-16,'300343,联创股份,2.9,2.91,2.84,2.85,2.84,0.06,2.1127,2.3423,24926323,71696112.87,3409553269.6,3086170140.0
773,2019-12-13,'300343,联创股份,2.84,2.85,2.81,2.84,2.82,0.02,0.7092,1.4886,15841313,44837430.93,3339010788.16,3022318344.0
774,2019-12-12,'300343,联创股份,2.82,2.87,2.8,2.85,2.85,-0.03,-1.0526,2.0499,21815315,61747973.13,3331546003.44,3001034412.0
775,2019-12-11,'300343,联创股份,2.85,2.86,2.79,2.81,2.81,0.04,1.4235,2.5826,27483843,77995014.43,3366987982.2,3032960310.0
776,2019-12-10,'300343,联创股份,2.81,2.82,2.77,2.78,2.8,0.01,0.3571,1.6442,17497838,48864862.54,3319732010.52,2990392446.0
777,2019-12-09,'300343,联创股份,2.8,2.82,2.77,2.81,2.8,0.0,0.0,1.6929,18015792,50436566.39,3307918017.6,2979750480.0
778,2019-12-06,'300343,联创股份,2.8,2.81,2.75,2.81,2.79,0.01,0.3584,1.9289,20527275,57154606.0,3307918017.6,2979750480.0
779,2019-12-05,'300343,联创股份,2.79,2.8,2.75,2.78,2.78,0.01,0.3597,2.0062,21350235,59303380.85,3296104024.68,2969108514.0
780,2019-12-04,'300343,联创股份,2.78,2.78,2.73,2.75,2.77,0.01,0.361,1.9569,20825743,57450322.06,3284290031.76,2958466548.0
781,2019-12-03,'300343,联创股份,2.77,2.9,2.65,2.66,2.68,0.09,3.3582,3.5089,37341117,103238056.26,3272476038.84,2947824582.0
782,2019-12-02,'300343,联创股份,2.68,2.74,2.67,2.71,2.71,-0.03,-1.107,1.3316,14171179,38232213.43,3166150102.56,2852046888.0
783,2019-11-29,'300343,联创股份,2.71,2.73,2.62,2.66,2.67,0.04,1.4981,2.8587,30422699,81359946.41,3201592081.32,2883972786.0
784,2019-11-28,'300343,联创股份,2.67,2.76,2.67,2.74,2.76,-0.09,-3.2609,2.2555,24002435,64996790.56,3154336109.64,2841404922.0
785,2019-11-27,'300343,联创股份,2.76,2.79,2.75,2.76,2.77,-0.01,-0.361,1.3347,14204036,39276871.45,3260662045.92,2937182616.0
786,2019-11-26,'300343,联创股份,2.77,2.84,2.77,2.82,2.83,-0.06,-2.1201,1.5924,16946441,47520492.31,3272476038.84,2947824582.0
787,2019-11-25,'300343,联创股份,2.83,2.84,2.74,2.81,2.83,0.0,0.0,2.3374,24874097,69260988.79,3343359996.36,3011676378.0
788,2019-11-22,'300343,联创股份,2.83,2.92,2.81,2.87,2.9,-0.07,-2.4138,2.8511,30341529,86775161.28,3343359996.36,3011676378.0
789,2019-11-21,'300343,联创股份,2.9,2.91,2.77,2.79,2.82,0.08,2.8369,3.215,34213998,97285845.94,3426057946.8,3086170140.0
790,2019-11-20,'300343,联创股份,2.82,2.89,2.76,2.77,2.85,-0.03,-1.0526,3.2633,34728055,97633693.21,3331546003.44,3001034412.0
791,2019-11-19,'300343,联创股份,2.85,2.92,2.71,2.72,2.73,0.12,4.3956,3.0628,32594027,92597165.23,3366987982.2,3032960310.0
792,2019-11-18,'300343,联创股份,2.73,2.76,2.71,2.73,2.74,-0.01,-0.365,0.9596,10212248,27925840.8,3225220067.16,2905256718.0
793,2019-11-15,'300343,联创股份,2.74,2.82,2.73,2.82,2.82,-0.08,-2.8369,1.4921,15879067,43827475.77,3237034060.08,2915898684.0
794,2019-11-14,'300343,联创股份,2.82,2.84,2.79,2.81,2.79,0.03,1.0753,1.0107,10755998,30241452.94,3331546003.44,3001034412.0
795,2019-11-13,'300343,联创股份,2.79,2.84,2.77,2.83,2.85,-0.06,-2.1053,1.0057,10702263,30064260.46,3296104024.68,2969108514.0
796,2019-11-12,'300343,联创股份,2.85,2.87,2.8,2.84,2.83,0.02,0.7067,1.0293,10953744,31027372.43,3366987982.2,3032960310.0
797,2019-11-11,'300343,联创股份,2.83,2.95,2.82,2.95,2.95,-0.12,-4.0678,1.5463,16455677,46896900.47,3343359996.36,3011676378.0
798,2019-11-08,'300343,联创股份,2.95,3.0,2.94,2.98,2.97,-0.02,-0.6734,1.1004,11710796,34767234.87,3485127911.4,3139379970.0
799,2019-11-07,'300343,联创股份,2.97,2.99,2.94,2.95,2.95,0.02,0.6779999999999999,1.1082,11793801,35002387.43,3508755897.24,3160663902.0
800,2019-11-06,'300343,联创股份,2.95,3.03,2.93,3.02,3.02,-0.07,-2.3179,1.6811,17889901,53249285.02,3485127911.4,3139379970.0
801,2019-11-05,'300343,联创股份,3.02,3.05,3.0,3.04,3.04,-0.02,-0.6579,1.2159,12939993,39154827.75,3567825861.84,3213873732.0
802,2019-11-04,'300343,联创股份,3.04,3.09,3.03,3.06,3.05,-0.01,-0.3279,1.1083,11794939,36113697.9,3591453847.68,3235157664.0
803,2019-11-01,'300343,联创股份,3.05,3.07,3.0,3.02,3.03,0.02,0.6601,1.54,16388559,49777218.44,3603267840.6,3245799630.0
804,2019-12-31,'300643,万通智控,22.2,22.65,22.02,22.19,22.14,0.06,0.271,21.3535,17880365,398977520.96,4440000000.0,1858915690.2
805,2019-12-30,'300643,万通智控,22.14,24.11,22.14,24.07,24.6,-2.46,-10.0,30.0876,25193858,564146606.46,4428000000.0,1853891593.74
806,2019-12-27,'300643,万通智控,24.6,25.5,24.02,24.57,24.45,0.15,0.6135,32.4107,27139074,671439511.01,4920000000.0,2059879548.6
807,2019-12-26,'300643,万通智控,24.45,25.19,23.88,24.9,25.7,-1.25,-4.8638,36.3109,30404904,742442211.67,4890000000.0,2047319307.45
808,2019-12-25,'300643,万通智控,25.7,26.27,24.82,25.0,25.61,0.09,0.3514,30.4527,25499529,655421726.15,5140000000.0,2151987983.7
809,2019-12-24,'300643,万通智控,25.61,26.2,24.37,25.77,25.98,-0.37,-1.4242,30.4118,25465312,641258105.33,5122000000.0,2144451839.01
810,2019-12-23,'300643,万通智控,25.98,25.98,24.08,24.97,26.0,-0.02,-0.0769,32.1379,26910632,673526720.06,5196000000.0,2175433767.18
811,2019-12-20,'300643,万通智控,26.0,27.3,25.55,27.14,26.7,-0.7,-2.6217,41.423,34685509,915867074.69,5200000000.0,2177108466.0
812,2019-12-19,'300643,万通智控,26.7,28.35,25.99,27.71,27.98,-1.28,-4.5747,45.3979,38013929,1020327853.44,5340000000.0,2235722924.7
813,2019-12-18,'300643,万通智控,27.98,27.98,26.0,26.99,25.44,2.54,9.9843,48.0795,40259325,1113380283.17,5596000000.0,2342903649.18
814,2019-12-17,'300643,万通智控,25.44,25.44,24.88,25.44,23.13,2.31,9.987,27.0323,22635486,575229495.19,5088000000.0,2130216899.04
815,2019-12-16,'300643,万通智控,23.13,23.13,21.81,21.85,21.03,2.1,9.9857,14.2065,11895793,268936902.0,4626000000.0,1936789185.33
816,2019-12-13,'300643,万通智控,21.03,21.88,19.92,20.25,20.02,1.01,5.045,50.6837,42439963,890830944.5,4206000000.0,1760945809.23
817,2019-12-12,'300643,万通智控,20.02,20.44,19.1,19.79,21.14,-1.12,-5.297999999999999,45.5314,38125682,754966459.93,4004000000.0,1676373518.82
818,2019-12-11,'300643,万通智控,21.14,22.36,18.8,19.55,20.33,0.81,3.9843,59.2564,49618336,1009944166.14,4228000000.0,1770156652.74
819,2019-12-10,'300643,万通智控,20.33,21.36,18.79,19.4,19.6,0.73,3.7245,56.0995,46974888,934083606.5,4066000000.0,1702331350.53
820,2019-12-09,'300643,万通智控,19.6,20.59,18.8,19.53,18.89,0.71,3.7586,51.5796,43190122,851566243.34,3920000000.0,1641204843.6
821,2019-12-06,'300643,万通智控,18.89,18.89,17.21,18.0,17.17,1.72,10.0175,56.3711,47202299,866905996.97,3778000000.0,1581753035.49
822,2019-12-05,'300643,万通智控,17.17,17.17,16.51,16.94,15.61,1.56,9.9936,16.8398,14100822,238763992.81,3434000000.0,1437728936.97
823,2019-12-04,'300643,万通智控,15.61,15.61,14.91,15.18,14.19,1.42,10.007,14.5426,12177245,187077751.3,3122000000.0,1307102429.01
824,2019-12-03,'300643,万通智控,14.19,14.19,12.59,12.59,12.9,1.29,10.0,27.3447,22897056,308023604.59,2838000000.0,1188198812.79
825,2019-12-02,'300643,万通智控,12.9,12.9,11.8,12.28,11.73,1.17,9.9744,27.5536,23072019,283901865.55,2580000000.0,1080180738.9
826,2019-11-29,'300643,万通智控,11.73,11.73,10.55,10.63,10.66,1.07,10.0375,18.8476,15781985,177656062.74,2346000000.0,982210857.93
827,2019-11-28,'300643,万通智控,10.66,10.96,10.47,10.83,10.89,-0.23,-2.112,9.4685,7928402,84643983.43,2132000000.0,892614471.06
828,2019-11-27,'300643,万通智控,10.89,11.15,10.63,10.77,10.87,0.02,0.184,11.4548,9591668,104353838.42,2178000000.0,911873507.49
829,2019-11-26,'300643,万通智控,10.87,11.16,10.72,10.99,11.29,-0.42,-3.7201,15.4813,12963256,141359408.9,2174000000.0,910198808.67
830,2019-11-25,'300643,万通智控,11.29,11.96,10.98,11.24,11.18,0.11,0.9839,21.8471,18293622,209084846.33,2258000000.0,945367483.89
831,2019-11-22,'300643,万通智控,11.18,11.78,10.72,10.82,10.88,0.3,2.7574,22.3172,18687303,210220131.98,2236000000.0,936156640.38
832,2019-11-21,'300643,万通智控,10.88,11.36,10.07,10.21,10.35,0.53,5.1208,21.9922,18415165,199651928.85,2176000000.0,911036158.08
833,2019-11-20,'300643,万通智控,10.35,10.78,10.25,10.41,10.5,-0.15,-1.4286,13.5402,11337893,118691270.41,2070000000.0,866656639.35
834,2019-11-19,'300643,万通智控,10.5,10.67,10.02,10.23,10.25,0.25,2.439,16.3403,13682559,141513705.65,2100000000.0,879216880.5
835,2019-11-18,'300643,万通智控,10.25,10.38,9.96,10.09,9.9,0.35,3.5354,13.5116,11313900,115006234.0,2050000000.0,858283145.25
836,2019-11-15,'300643,万通智控,9.9,10.38,9.84,10.23,10.42,-0.52,-4.9904,17.590999999999998,14729775,149054712.21,1980000000.0,828975915.9
837,2019-11-14,'300643,万通智控,10.42,10.68,10.2,10.38,10.72,-0.3,-2.7985,21.8088,18261624,189861541.3,2084000000.0,872518085.22
838,2019-11-13,'300643,万通智控,10.72,10.86,10.17,10.37,10.09,0.63,6.2438,30.8335,25818453,272703818.58,2144000000.0,897638567.52
839,2019-11-12,'300643,万通智控,10.09,10.77,9.92,10.18,10.46,-0.37,-3.5373,32.635999999999996,27327754,281786339.27,2018000000.0,844885554.69
840,2019-11-11,'300643,万通智控,10.46,10.46,9.24,9.35,9.51,0.95,9.9895,35.2676,29531283,299734905.22,2092000000.0,875867482.86
841,2019-11-08,'300643,万通智控,9.51,10.08,9.05,9.2,9.16,0.35,3.821,21.6867,18159306,176403046.93,1902000000.0,796319288.91
842,2019-11-07,'300643,万通智控,9.16,9.28,8.71,8.82,8.88,0.28,3.1532,5.1959,4350798,39583594.51,1832000000.0,767012059.56
843,2019-11-06,'300643,万通智控,8.88,9.06,8.82,8.9,8.9,-0.02,-0.2247,2.3917,2002693,17875653.91,1776000000.0,743566276.08
844,2019-11-05,'300643,万通智控,8.9,9.35,8.7,8.7,8.72,0.18,2.0642,2.7772,2325491,20870534.44,1780000000.0,745240974.9
845,2019-11-04,'300643,万通智控,8.72,8.82,8.69,8.72,8.7,0.02,0.2299,1.0451,875125,7663594.16,1744000000.0,730168685.52
846,2019-11-01,'300643,万通智控,8.7,8.72,8.53,8.56,8.55,0.15,1.7544,1.2072,1010825,8753946.36,1740000000.0,728493986.7
